filename,input_seq,target_seq
58185.png,"10,9,1,1,7","9,1,1,7,11"
58186.png,"10,9,9,2,0","9,9,2,0,11"
58187.png,"10,7,8,2,1","7,8,2,1,11"
58188.png,"10,9,6,3,6","9,6,3,6,11"
58189.png,"10,4,4,9,5","4,4,9,5,11"
58190.png,"10,8,7,2,9","8,7,2,9,11"
58191.png,"10,0,9,3,7","0,9,3,7,11"
58192.png,"10,0,1,3,3","0,1,3,3,11"
58193.png,"10,4,8,3,6","4,8,3,6,11"
58194.png,"10,7,0,0,9","7,0,0,9,11"
58195.png,"10,3,9,6,9","3,9,6,9,11"
58196.png,"10,9,0,3,6","9,0,3,6,11"
58197.png,"10,7,4,4,6","7,4,4,6,11"
58198.png,"10,5,4,7,0","5,4,7,0,11"
58199.png,"10,3,2,3,4","3,2,3,4,11"
58200.png,"10,8,5,7,1","8,5,7,1,11"
58201.png,"10,9,3,7,8","9,3,7,8,11"
58202.png,"10,1,1,9,7","1,1,9,7,11"
58203.png,"10,1,7,6,2","1,7,6,2,11"
58204.png,"10,7,3,2,1","7,3,2,1,11"
58205.png,"10,7,1,1,1","7,1,1,1,11"
58206.png,"10,6,5,3,6","6,5,3,6,11"
58207.png,"10,3,6,4,8","3,6,4,8,11"
58208.png,"10,7,4,6,9","7,4,6,9,11"
58209.png,"10,2,4,4,5","2,4,4,5,11"
58210.png,"10,9,7,7,9","9,7,7,9,11"
58211.png,"10,0,7,8,5","0,7,8,5,11"
58212.png,"10,6,3,6,1","6,3,6,1,11"
58213.png,"10,8,5,2,0","8,5,2,0,11"
58214.png,"10,9,9,7,3","9,9,7,3,11"
58215.png,"10,0,0,3,1","0,0,3,1,11"
58216.png,"10,3,7,1,0","3,7,1,0,11"
58217.png,"10,8,0,6,3","8,0,6,3,11"
58218.png,"10,8,9,8,2","8,9,8,2,11"
58219.png,"10,4,9,7,8","4,9,7,8,11"
58220.png,"10,2,9,0,2","2,9,0,2,11"
58221.png,"10,1,9,1,9","1,9,1,9,11"
58222.png,"10,9,1,2,8","9,1,2,8,11"
58223.png,"10,1,4,6,2","1,4,6,2,11"
58224.png,"10,7,1,0,2","7,1,0,2,11"
58225.png,"10,9,7,2,6","9,7,2,6,11"
58226.png,"10,8,1,4,3","8,1,4,3,11"
58227.png,"10,0,2,2,1","0,2,2,1,11"
58228.png,"10,0,0,6,9","0,0,6,9,11"
58229.png,"10,2,4,5,1","2,4,5,1,11"
58230.png,"10,4,1,9,6","4,1,9,6,11"
58231.png,"10,1,0,0,0","1,0,0,0,11"
58232.png,"10,6,4,9,3","6,4,9,3,11"
58233.png,"10,1,3,6,7","1,3,6,7,11"
58234.png,"10,3,8,9,4","3,8,9,4,11"
58235.png,"10,1,3,6,3","1,3,6,3,11"
58236.png,"10,4,8,5,4","4,8,5,4,11"
58237.png,"10,5,5,6,5","5,5,6,5,11"
58238.png,"10,4,7,2,0","4,7,2,0,11"
58239.png,"10,6,6,3,2","6,6,3,2,11"
58240.png,"10,8,1,1,3","8,1,1,3,11"
58241.png,"10,8,9,5,3","8,9,5,3,11"
58242.png,"10,1,6,9,7","1,6,9,7,11"
58243.png,"10,8,0,2,6","8,0,2,6,11"
58244.png,"10,7,8,6,1","7,8,6,1,11"
58245.png,"10,1,6,3,7","1,6,3,7,11"
58246.png,"10,4,2,0,8","4,2,0,8,11"
58247.png,"10,3,3,2,3","3,3,2,3,11"
58248.png,"10,5,2,2,4","5,2,2,4,11"
58249.png,"10,0,7,5,2","0,7,5,2,11"
58250.png,"10,9,7,9,9","9,7,9,9,11"
58251.png,"10,7,5,3,4","7,5,3,4,11"
58252.png,"10,2,1,8,2","2,1,8,2,11"
58253.png,"10,8,8,7,5","8,8,7,5,11"
58254.png,"10,9,2,9,2","9,2,9,2,11"
58255.png,"10,6,8,3,7","6,8,3,7,11"
58256.png,"10,4,1,3,7","4,1,3,7,11"
58257.png,"10,8,5,7,5","8,5,7,5,11"
58258.png,"10,9,8,1,6","9,8,1,6,11"
58259.png,"10,8,1,2,4","8,1,2,4,11"
58260.png,"10,4,4,3,7","4,4,3,7,11"
58261.png,"10,9,6,4,3","9,6,4,3,11"
58262.png,"10,3,1,6,0","3,1,6,0,11"
58263.png,"10,3,0,3,4","3,0,3,4,11"
58264.png,"10,9,7,6,7","9,7,6,7,11"
58265.png,"10,1,8,5,3","1,8,5,3,11"
58266.png,"10,0,7,7,3","0,7,7,3,11"
58267.png,"10,3,9,3,2","3,9,3,2,11"
58268.png,"10,5,4,1,1","5,4,1,1,11"
58269.png,"10,0,7,6,7","0,7,6,7,11"
58270.png,"10,5,4,8,0","5,4,8,0,11"
58271.png,"10,2,3,4,3","2,3,4,3,11"
58272.png,"10,2,6,9,3","2,6,9,3,11"
58273.png,"10,8,3,1,2","8,3,1,2,11"
58274.png,"10,6,6,0,1","6,6,0,1,11"
58275.png,"10,9,6,8,8","9,6,8,8,11"
58276.png,"10,2,7,6,9","2,7,6,9,11"
58277.png,"10,4,5,7,3","4,5,7,3,11"
58278.png,"10,4,4,8,9","4,4,8,9,11"
58279.png,"10,2,3,1,7","2,3,1,7,11"
58280.png,"10,2,2,8,8","2,2,8,8,11"
58281.png,"10,7,5,7,6","7,5,7,6,11"
58282.png,"10,2,9,4,0","2,9,4,0,11"
58283.png,"10,7,1,0,5","7,1,0,5,11"
58284.png,"10,5,9,3,5","5,9,3,5,11"
58285.png,"10,6,2,3,2","6,2,3,2,11"
58286.png,"10,7,1,2,3","7,1,2,3,11"
58287.png,"10,8,4,5,5","8,4,5,5,11"
58288.png,"10,9,9,2,2","9,9,2,2,11"
58289.png,"10,2,3,6,5","2,3,6,5,11"
58290.png,"10,1,1,0,8","1,1,0,8,11"
58291.png,"10,6,8,0,0","6,8,0,0,11"
58292.png,"10,7,1,2,3","7,1,2,3,11"
58293.png,"10,3,1,2,6","3,1,2,6,11"
58294.png,"10,7,7,0,5","7,7,0,5,11"
58295.png,"10,0,7,6,3","0,7,6,3,11"
58296.png,"10,4,5,1,3","4,5,1,3,11"
58297.png,"10,4,3,4,7","4,3,4,7,11"
58298.png,"10,0,7,7,8","0,7,7,8,11"
58299.png,"10,2,9,7,6","2,9,7,6,11"
58300.png,"10,3,7,5,1","3,7,5,1,11"
58301.png,"10,0,1,1,3","0,1,1,3,11"
58302.png,"10,0,2,5,7","0,2,5,7,11"
58303.png,"10,5,4,3,7","5,4,3,7,11"
58304.png,"10,5,6,1,4","5,6,1,4,11"
58305.png,"10,8,7,5,6","8,7,5,6,11"
58306.png,"10,6,3,5,1","6,3,5,1,11"
58307.png,"10,9,5,1,9","9,5,1,9,11"
58308.png,"10,8,1,9,4","8,1,9,4,11"
58309.png,"10,7,7,4,4","7,7,4,4,11"
58310.png,"10,7,3,9,1","7,3,9,1,11"
58311.png,"10,2,9,8,7","2,9,8,7,11"
58312.png,"10,2,9,0,0","2,9,0,0,11"
58313.png,"10,6,9,6,8","6,9,6,8,11"
58314.png,"10,6,7,3,1","6,7,3,1,11"
58315.png,"10,9,4,3,0","9,4,3,0,11"
58316.png,"10,0,4,6,4","0,4,6,4,11"
58317.png,"10,5,1,4,0","5,1,4,0,11"
58318.png,"10,5,9,8,6","5,9,8,6,11"
58319.png,"10,2,1,1,2","2,1,1,2,11"
58320.png,"10,9,7,3,4","9,7,3,4,11"
58321.png,"10,6,1,2,3","6,1,2,3,11"
58322.png,"10,1,5,1,4","1,5,1,4,11"
58323.png,"10,0,2,6,6","0,2,6,6,11"
58324.png,"10,0,3,5,0","0,3,5,0,11"
58325.png,"10,2,8,6,9","2,8,6,9,11"
58326.png,"10,6,4,6,8","6,4,6,8,11"
58327.png,"10,0,2,8,1","0,2,8,1,11"
58328.png,"10,3,6,1,9","3,6,1,9,11"
58329.png,"10,0,8,5,1","0,8,5,1,11"
58330.png,"10,4,5,7,0","4,5,7,0,11"
58331.png,"10,2,9,7,0","2,9,7,0,11"
58332.png,"10,5,3,1,2","5,3,1,2,11"
58333.png,"10,7,8,4,8","7,8,4,8,11"
58334.png,"10,4,3,5,7","4,3,5,7,11"
58335.png,"10,1,7,5,7","1,7,5,7,11"
58336.png,"10,0,1,2,4","0,1,2,4,11"
58337.png,"10,4,6,5,4","4,6,5,4,11"
58338.png,"10,9,2,4,7","9,2,4,7,11"
58339.png,"10,7,6,7,2","7,6,7,2,11"
58340.png,"10,7,5,7,3","7,5,7,3,11"
58341.png,"10,2,4,6,3","2,4,6,3,11"
58342.png,"10,9,0,5,2","9,0,5,2,11"
58343.png,"10,3,1,7,8","3,1,7,8,11"
58344.png,"10,5,7,5,0","5,7,5,0,11"
58345.png,"10,9,3,7,3","9,3,7,3,11"
58346.png,"10,9,3,5,6","9,3,5,6,11"
58347.png,"10,0,9,4,8","0,9,4,8,11"
58348.png,"10,5,7,2,6","5,7,2,6,11"
58349.png,"10,6,0,5,1","6,0,5,1,11"
58350.png,"10,4,0,1,4","4,0,1,4,11"
58351.png,"10,1,3,3,8","1,3,3,8,11"
58352.png,"10,3,7,7,3","3,7,7,3,11"
58353.png,"10,3,1,8,9","3,1,8,9,11"
58354.png,"10,5,6,1,7","5,6,1,7,11"
58355.png,"10,0,5,1,8","0,5,1,8,11"
58356.png,"10,0,2,3,1","0,2,3,1,11"
58357.png,"10,1,6,0,8","1,6,0,8,11"
58358.png,"10,4,1,1,2","4,1,1,2,11"
58359.png,"10,8,3,7,6","8,3,7,6,11"
58360.png,"10,8,1,4,7","8,1,4,7,11"
58361.png,"10,2,9,7,4","2,9,7,4,11"
58362.png,"10,3,6,3,1","3,6,3,1,11"
58363.png,"10,3,0,0,5","3,0,0,5,11"
58364.png,"10,5,7,9,2","5,7,9,2,11"
58365.png,"10,8,1,7,4","8,1,7,4,11"
58366.png,"10,7,9,0,9","7,9,0,9,11"
58367.png,"10,4,4,0,2","4,4,0,2,11"
58368.png,"10,2,6,3,1","2,6,3,1,11"
58369.png,"10,3,1,4,1","3,1,4,1,11"
58370.png,"10,0,7,5,5","0,7,5,5,11"
58371.png,"10,2,1,2,3","2,1,2,3,11"
58372.png,"10,4,1,9,0","4,1,9,0,11"
58373.png,"10,8,9,5,8","8,9,5,8,11"
58374.png,"10,2,9,3,3","2,9,3,3,11"
58375.png,"10,3,4,4,4","3,4,4,4,11"
58376.png,"10,6,7,2,5","6,7,2,5,11"
58377.png,"10,3,3,5,8","3,3,5,8,11"
58378.png,"10,1,6,1,8","1,6,1,8,11"
58379.png,"10,3,1,8,8","3,1,8,8,11"
58380.png,"10,1,4,0,4","1,4,0,4,11"
58381.png,"10,9,6,4,3","9,6,4,3,11"
58382.png,"10,2,6,3,1","2,6,3,1,11"
58383.png,"10,8,0,7,8","8,0,7,8,11"
58384.png,"10,1,7,5,3","1,7,5,3,11"
58385.png,"10,1,6,2,6","1,6,2,6,11"
58386.png,"10,4,5,5,7","4,5,5,7,11"
58387.png,"10,5,5,2,4","5,5,2,4,11"
58388.png,"10,8,6,1,9","8,6,1,9,11"
58389.png,"10,7,2,9,7","7,2,9,7,11"
58390.png,"10,3,9,2,1","3,9,2,1,11"
58391.png,"10,7,8,6,1","7,8,6,1,11"
58392.png,"10,1,7,5,7","1,7,5,7,11"
58393.png,"10,5,7,9,0","5,7,9,0,11"
58394.png,"10,2,7,1,4","2,7,1,4,11"
58395.png,"10,3,7,4,2","3,7,4,2,11"
58396.png,"10,3,9,8,0","3,9,8,0,11"
58397.png,"10,1,6,2,8","1,6,2,8,11"
58398.png,"10,3,1,8,6","3,1,8,6,11"
58399.png,"10,0,0,9,9","0,0,9,9,11"
58400.png,"10,8,1,3,0","8,1,3,0,11"
58401.png,"10,1,6,1,0","1,6,1,0,11"
58402.png,"10,4,9,3,5","4,9,3,5,11"
58403.png,"10,4,9,0,1","4,9,0,1,11"
58404.png,"10,2,5,4,9","2,5,4,9,11"
58405.png,"10,0,7,3,2","0,7,3,2,11"
58406.png,"10,9,3,7,3","9,3,7,3,11"
58407.png,"10,1,9,2,2","1,9,2,2,11"
58408.png,"10,4,6,6,2","4,6,6,2,11"
58409.png,"10,2,9,5,0","2,9,5,0,11"
58410.png,"10,4,8,7,1","4,8,7,1,11"
58411.png,"10,0,0,0,0","0,0,0,0,11"
58412.png,"10,3,6,9,7","3,6,9,7,11"
58413.png,"10,0,7,6,0","0,7,6,0,11"
58414.png,"10,1,9,8,1","1,9,8,1,11"
58415.png,"10,7,2,8,4","7,2,8,4,11"
58416.png,"10,4,3,6,3","4,3,6,3,11"
58417.png,"10,2,2,7,9","2,2,7,9,11"
58418.png,"10,8,5,7,8","8,5,7,8,11"
58419.png,"10,1,1,3,9","1,1,3,9,11"
58420.png,"10,8,8,5,9","8,8,5,9,11"
58421.png,"10,9,4,7,7","9,4,7,7,11"
58422.png,"10,1,7,2,3","1,7,2,3,11"
58423.png,"10,2,7,4,5","2,7,4,5,11"
58424.png,"10,4,7,6,1","4,7,6,1,11"
58425.png,"10,0,8,5,1","0,8,5,1,11"
58426.png,"10,2,3,7,6","2,3,7,6,11"
58427.png,"10,1,6,5,9","1,6,5,9,11"
58428.png,"10,1,5,6,8","1,5,6,8,11"
58429.png,"10,6,7,5,5","6,7,5,5,11"
58430.png,"10,0,1,9,1","0,1,9,1,11"
58431.png,"10,0,8,5,6","0,8,5,6,11"
58432.png,"10,5,5,7,7","5,5,7,7,11"
58433.png,"10,2,2,6,4","2,2,6,4,11"
58434.png,"10,5,0,9,4","5,0,9,4,11"
58435.png,"10,3,6,4,6","3,6,4,6,11"
58436.png,"10,1,3,5,8","1,3,5,8,11"
58437.png,"10,8,0,1,8","8,0,1,8,11"
58438.png,"10,7,9,1,9","7,9,1,9,11"
58439.png,"10,1,5,2,1","1,5,2,1,11"
58440.png,"10,8,5,2,5","8,5,2,5,11"
58441.png,"10,7,7,3,3","7,7,3,3,11"
58442.png,"10,1,3,4,8","1,3,4,8,11"
58443.png,"10,6,3,5,9","6,3,5,9,11"
58444.png,"10,1,9,4,8","1,9,4,8,11"
58445.png,"10,4,1,0,9","4,1,0,9,11"
58446.png,"10,3,0,1,4","3,0,1,4,11"
58447.png,"10,5,7,7,1","5,7,7,1,11"
58448.png,"10,1,0,6,8","1,0,6,8,11"
58449.png,"10,0,7,8,3","0,7,8,3,11"
58450.png,"10,8,1,6,3","8,1,6,3,11"
58451.png,"10,2,9,9,5","2,9,9,5,11"
58452.png,"10,7,8,8,7","7,8,8,7,11"
58453.png,"10,3,3,3,7","3,3,3,7,11"
58454.png,"10,4,5,7,8","4,5,7,8,11"
58455.png,"10,0,5,6,7","0,5,6,7,11"
58456.png,"10,9,9,8,1","9,9,8,1,11"
58457.png,"10,1,2,9,3","1,2,9,3,11"
58458.png,"10,6,5,9,1","6,5,9,1,11"
58459.png,"10,5,7,9,9","5,7,9,9,11"
58460.png,"10,7,0,4,5","7,0,4,5,11"
58461.png,"10,0,2,5,8","0,2,5,8,11"
58462.png,"10,3,2,0,4","3,2,0,4,11"
58463.png,"10,6,1,6,9","6,1,6,9,11"
58464.png,"10,1,4,9,2","1,4,9,2,11"
58465.png,"10,3,1,5,6","3,1,5,6,11"
58466.png,"10,2,6,2,7","2,6,2,7,11"
58467.png,"10,8,5,9,0","8,5,9,0,11"
58468.png,"10,1,3,2,9","1,3,2,9,11"
58469.png,"10,0,8,7,9","0,8,7,9,11"
58470.png,"10,2,3,6,1","2,3,6,1,11"
58471.png,"10,7,1,6,2","7,1,6,2,11"
58472.png,"10,2,9,2,3","2,9,2,3,11"
58473.png,"10,2,8,9,3","2,8,9,3,11"
58474.png,"10,7,7,9,4","7,7,9,4,11"
58475.png,"10,9,6,6,3","9,6,6,3,11"
58476.png,"10,8,0,1,4","8,0,1,4,11"
58477.png,"10,2,7,2,0","2,7,2,0,11"
58478.png,"10,4,4,7,5","4,4,7,5,11"
58479.png,"10,6,5,7,7","6,5,7,7,11"
58480.png,"10,2,9,4,2","2,9,4,2,11"
58481.png,"10,8,7,3,4","8,7,3,4,11"
58482.png,"10,8,4,9,6","8,4,9,6,11"
58483.png,"10,7,6,0,9","7,6,0,9,11"
58484.png,"10,8,3,2,1","8,3,2,1,11"
58485.png,"10,1,1,7,1","1,1,7,1,11"
58486.png,"10,7,3,4,7","7,3,4,7,11"
58487.png,"10,5,9,0,2","5,9,0,2,11"
58488.png,"10,9,2,4,9","9,2,4,9,11"
58489.png,"10,8,9,8,3","8,9,8,3,11"
58490.png,"10,0,1,4,8","0,1,4,8,11"
58491.png,"10,5,8,7,9","5,8,7,9,11"
58492.png,"10,5,3,0,9","5,3,0,9,11"
58493.png,"10,0,0,3,9","0,0,3,9,11"
58494.png,"10,5,6,8,3","5,6,8,3,11"
58495.png,"10,3,1,3,5","3,1,3,5,11"
58496.png,"10,3,7,1,3","3,7,1,3,11"
58497.png,"10,7,3,2,2","7,3,2,2,11"
58498.png,"10,2,5,9,6","2,5,9,6,11"
58499.png,"10,1,5,6,2","1,5,6,2,11"
58500.png,"10,6,3,0,0","6,3,0,0,11"
58501.png,"10,2,2,8,6","2,2,8,6,11"
58502.png,"10,6,1,1,3","6,1,1,3,11"
58503.png,"10,1,9,0,6","1,9,0,6,11"
58504.png,"10,9,0,7,2","9,0,7,2,11"
58505.png,"10,7,0,3,9","7,0,3,9,11"
58506.png,"10,6,2,4,7","6,2,4,7,11"
58507.png,"10,7,5,1,8","7,5,1,8,11"
58508.png,"10,8,3,1,7","8,3,1,7,11"
58509.png,"10,3,2,7,9","3,2,7,9,11"
58510.png,"10,6,5,6,5","6,5,6,5,11"
58511.png,"10,8,3,9,4","8,3,9,4,11"
58512.png,"10,3,7,0,9","3,7,0,9,11"
58513.png,"10,0,6,8,9","0,6,8,9,11"
58514.png,"10,0,4,6,1","0,4,6,1,11"
58515.png,"10,7,8,1,7","7,8,1,7,11"
58516.png,"10,2,4,7,2","2,4,7,2,11"
58517.png,"10,2,6,3,3","2,6,3,3,11"
58518.png,"10,7,6,2,9","7,6,2,9,11"
58519.png,"10,7,1,5,5","7,1,5,5,11"
58520.png,"10,0,6,9,4","0,6,9,4,11"
58521.png,"10,3,6,0,4","3,6,0,4,11"
58522.png,"10,5,9,6,3","5,9,6,3,11"
58523.png,"10,8,4,6,5","8,4,6,5,11"
58524.png,"10,1,3,5,7","1,3,5,7,11"
58525.png,"10,8,4,9,0","8,4,9,0,11"
58526.png,"10,5,7,7,1","5,7,7,1,11"
58527.png,"10,0,7,5,3","0,7,5,3,11"
58528.png,"10,0,0,5,8","0,0,5,8,11"
58529.png,"10,3,1,7,6","3,1,7,6,11"
58530.png,"10,0,1,9,7","0,1,9,7,11"
58531.png,"10,9,6,1,6","9,6,1,6,11"
58532.png,"10,9,4,9,4","9,4,9,4,11"
58533.png,"10,7,1,4,9","7,1,4,9,11"
58534.png,"10,1,0,2,5","1,0,2,5,11"
58535.png,"10,9,0,9,7","9,0,9,7,11"
58536.png,"10,5,9,5,8","5,9,5,8,11"
58537.png,"10,4,8,6,8","4,8,6,8,11"
58538.png,"10,9,6,1,9","9,6,1,9,11"
58539.png,"10,3,2,1,0","3,2,1,0,11"
58540.png,"10,7,5,2,5","7,5,2,5,11"
58541.png,"10,8,3,6,7","8,3,6,7,11"
58542.png,"10,8,9,6,4","8,9,6,4,11"
58543.png,"10,0,0,7,3","0,0,7,3,11"
58544.png,"10,5,2,8,3","5,2,8,3,11"
58545.png,"10,3,0,0,7","3,0,0,7,11"
58546.png,"10,8,8,2,6","8,8,2,6,11"
58547.png,"10,4,0,2,6","4,0,2,6,11"
58548.png,"10,7,6,0,5","7,6,0,5,11"
58549.png,"10,5,6,4,3","5,6,4,3,11"
58550.png,"10,9,4,8,6","9,4,8,6,11"
58551.png,"10,5,9,0,7","5,9,0,7,11"
58552.png,"10,0,6,0,1","0,6,0,1,11"
58553.png,"10,9,0,5,1","9,0,5,1,11"
58554.png,"10,4,8,5,1","4,8,5,1,11"
58555.png,"10,5,1,6,0","5,1,6,0,11"
58556.png,"10,0,5,5,8","0,5,5,8,11"
58557.png,"10,1,3,0,0","1,3,0,0,11"
58558.png,"10,7,7,4,5","7,7,4,5,11"
58559.png,"10,0,6,7,6","0,6,7,6,11"
58560.png,"10,4,0,2,3","4,0,2,3,11"
58561.png,"10,9,9,7,7","9,9,7,7,11"
58562.png,"10,2,5,2,0","2,5,2,0,11"
58563.png,"10,8,6,6,2","8,6,6,2,11"
58564.png,"10,5,3,0,6","5,3,0,6,11"
58565.png,"10,8,6,6,3","8,6,6,3,11"
58566.png,"10,8,0,9,1","8,0,9,1,11"
58567.png,"10,9,1,7,9","9,1,7,9,11"
58568.png,"10,7,7,2,1","7,7,2,1,11"
58569.png,"10,5,7,2,0","5,7,2,0,11"
58570.png,"10,6,4,7,2","6,4,7,2,11"
58571.png,"10,3,7,2,3","3,7,2,3,11"
58572.png,"10,2,7,6,4","2,7,6,4,11"
58573.png,"10,1,7,3,1","1,7,3,1,11"
58574.png,"10,8,1,9,7","8,1,9,7,11"
58575.png,"10,4,2,0,0","4,2,0,0,11"
58576.png,"10,8,8,4,1","8,8,4,1,11"
58577.png,"10,2,4,5,1","2,4,5,1,11"
58578.png,"10,0,0,2,4","0,0,2,4,11"
58579.png,"10,8,6,9,7","8,6,9,7,11"
58580.png,"10,4,0,6,6","4,0,6,6,11"
58581.png,"10,4,6,7,2","4,6,7,2,11"
58582.png,"10,7,4,9,4","7,4,9,4,11"
58583.png,"10,6,0,8,8","6,0,8,8,11"
58584.png,"10,7,2,0,0","7,2,0,0,11"
58585.png,"10,9,6,8,3","9,6,8,3,11"
58586.png,"10,2,1,7,3","2,1,7,3,11"
58587.png,"10,1,1,9,3","1,1,9,3,11"
58588.png,"10,0,3,5,6","0,3,5,6,11"
58589.png,"10,1,9,0,5","1,9,0,5,11"
58590.png,"10,3,7,4,8","3,7,4,8,11"
58591.png,"10,8,8,7,0","8,8,7,0,11"
58592.png,"10,5,3,1,2","5,3,1,2,11"
58593.png,"10,7,7,8,1","7,7,8,1,11"
58594.png,"10,1,8,0,3","1,8,0,3,11"
58595.png,"10,2,8,9,3","2,8,9,3,11"
58596.png,"10,4,0,5,6","4,0,5,6,11"
58597.png,"10,2,5,5,9","2,5,5,9,11"
58598.png,"10,5,2,7,2","5,2,7,2,11"
58599.png,"10,1,3,1,5","1,3,1,5,11"
58600.png,"10,4,3,5,7","4,3,5,7,11"
58601.png,"10,9,9,3,0","9,9,3,0,11"
58602.png,"10,1,2,3,2","1,2,3,2,11"
58603.png,"10,1,1,4,2","1,1,4,2,11"
58604.png,"10,5,3,3,8","5,3,3,8,11"
58605.png,"10,8,4,3,0","8,4,3,0,11"
58606.png,"10,2,1,7,7","2,1,7,7,11"
58607.png,"10,9,9,9,1","9,9,9,1,11"
58608.png,"10,9,8,8,4","9,8,8,4,11"
58609.png,"10,5,1,4,6","5,1,4,6,11"
58610.png,"10,1,2,7,0","1,2,7,0,11"
58611.png,"10,1,8,2,9","1,8,2,9,11"
58612.png,"10,7,8,1,1","7,8,1,1,11"
58613.png,"10,1,5,5,1","1,5,5,1,11"
58614.png,"10,9,8,3,5","9,8,3,5,11"
58615.png,"10,3,1,1,6","3,1,1,6,11"
58616.png,"10,7,7,3,2","7,7,3,2,11"
58617.png,"10,9,4,7,9","9,4,7,9,11"
58618.png,"10,1,5,2,0","1,5,2,0,11"
58619.png,"10,6,7,2,6","6,7,2,6,11"
58620.png,"10,1,0,4,1","1,0,4,1,11"
58621.png,"10,3,8,4,0","3,8,4,0,11"
58622.png,"10,2,2,1,2","2,2,1,2,11"
58623.png,"10,8,7,7,8","8,7,7,8,11"
58624.png,"10,1,2,1,9","1,2,1,9,11"
58625.png,"10,1,1,0,8","1,1,0,8,11"
58626.png,"10,5,4,2,0","5,4,2,0,11"
58627.png,"10,8,3,4,2","8,3,4,2,11"
58628.png,"10,2,0,4,2","2,0,4,2,11"
58629.png,"10,0,1,3,3","0,1,3,3,11"
58630.png,"10,7,6,3,7","7,6,3,7,11"
58631.png,"10,3,6,8,7","3,6,8,7,11"
58632.png,"10,7,3,8,3","7,3,8,3,11"
58633.png,"10,0,9,5,8","0,9,5,8,11"
58634.png,"10,6,1,5,7","6,1,5,7,11"
58635.png,"10,3,3,2,4","3,3,2,4,11"
58636.png,"10,5,8,8,1","5,8,8,1,11"
58637.png,"10,0,4,3,7","0,4,3,7,11"
58638.png,"10,1,8,8,4","1,8,8,4,11"
58639.png,"10,9,6,9,2","9,6,9,2,11"
58640.png,"10,1,5,6,6","1,5,6,6,11"
58641.png,"10,2,5,4,9","2,5,4,9,11"
58642.png,"10,0,4,5,5","0,4,5,5,11"
58643.png,"10,9,8,6,2","9,8,6,2,11"
58644.png,"10,5,4,7,1","5,4,7,1,11"
58645.png,"10,0,8,2,1","0,8,2,1,11"
58646.png,"10,9,5,8,7","9,5,8,7,11"
58647.png,"10,8,3,7,5","8,3,7,5,11"
58648.png,"10,9,0,2,6","9,0,2,6,11"
58649.png,"10,0,3,6,7","0,3,6,7,11"
58650.png,"10,3,4,1,4","3,4,1,4,11"
58651.png,"10,8,3,2,8","8,3,2,8,11"
58652.png,"10,3,1,6,0","3,1,6,0,11"
58653.png,"10,4,1,5,0","4,1,5,0,11"
58654.png,"10,8,4,8,0","8,4,8,0,11"
58655.png,"10,7,4,1,2","7,4,1,2,11"
58656.png,"10,4,6,2,2","4,6,2,2,11"
58657.png,"10,1,6,3,8","1,6,3,8,11"
58658.png,"10,9,1,8,3","9,1,8,3,11"
58659.png,"10,2,8,7,6","2,8,7,6,11"
58660.png,"10,0,9,3,2","0,9,3,2,11"
58661.png,"10,3,2,4,2","3,2,4,2,11"
58662.png,"10,3,2,0,3","3,2,0,3,11"
58663.png,"10,4,4,4,2","4,4,4,2,11"
58664.png,"10,8,6,8,3","8,6,8,3,11"
58665.png,"10,2,5,1,4","2,5,1,4,11"
58666.png,"10,0,4,2,1","0,4,2,1,11"
58667.png,"10,0,7,6,1","0,7,6,1,11"
58668.png,"10,8,9,9,0","8,9,9,0,11"
58669.png,"10,3,1,4,2","3,1,4,2,11"
58670.png,"10,0,3,1,5","0,3,1,5,11"
58671.png,"10,6,2,4,7","6,2,4,7,11"
58672.png,"10,3,4,2,6","3,4,2,6,11"
58673.png,"10,3,7,7,0","3,7,7,0,11"
58674.png,"10,8,1,7,4","8,1,7,4,11"
58675.png,"10,1,9,4,3","1,9,4,3,11"
58676.png,"10,3,3,4,3","3,3,4,3,11"
58677.png,"10,9,1,7,1","9,1,7,1,11"
58678.png,"10,5,1,1,5","5,1,1,5,11"
58679.png,"10,8,2,4,9","8,2,4,9,11"
58680.png,"10,3,8,0,9","3,8,0,9,11"
58681.png,"10,3,8,3,0","3,8,3,0,11"
58682.png,"10,7,8,0,7","7,8,0,7,11"
58683.png,"10,4,3,4,4","4,3,4,4,11"
58684.png,"10,2,9,0,1","2,9,0,1,11"
58685.png,"10,8,8,3,6","8,8,3,6,11"
58686.png,"10,2,3,3,9","2,3,3,9,11"
58687.png,"10,1,7,1,5","1,7,1,5,11"
58688.png,"10,4,4,3,5","4,4,3,5,11"
58689.png,"10,5,8,5,1","5,8,5,1,11"
58690.png,"10,5,3,2,7","5,3,2,7,11"
58691.png,"10,6,6,3,8","6,6,3,8,11"
58692.png,"10,5,7,5,3","5,7,5,3,11"
58693.png,"10,9,6,7,0","9,6,7,0,11"
58694.png,"10,2,2,1,5","2,2,1,5,11"
58695.png,"10,9,9,1,1","9,9,1,1,11"
58696.png,"10,0,5,8,2","0,5,8,2,11"
58697.png,"10,3,0,8,1","3,0,8,1,11"
58698.png,"10,8,8,1,9","8,8,1,9,11"
58699.png,"10,4,1,4,6","4,1,4,6,11"
58700.png,"10,3,4,2,5","3,4,2,5,11"
58701.png,"10,0,8,9,6","0,8,9,6,11"
58702.png,"10,0,2,3,8","0,2,3,8,11"
